,date,title,feed_type,link,news,Predicted Sentiment,Sentiment Probability
58,2018-05-16,"RIL's long-term foreign-currency rating at BBB-, with stable outlook: Fitch | RIL, ICICI Bank, HDFC twin drag Sensex 156 pts; Midcap index outperforms, HUL top gainer",news-article | news-article,http://www.business-standard.com/article/companies/ril-s-long-term-foreign-currency-rating-at-bbb-with-stable-outlook-fitch-118051600677_1.html | https://www.moneycontrol.com/news/business/markets/ril-icici-bank-hdfc-twin-drag-sensex-156-pts-midcap-index-outperforms-hul-top-gainer-2569877.html,"Reliance Industries (RIL) also benefits from its dominant market position in the petrochemical business, driven by its integrated business model with minimal presence in upstream | Reliance Industries, ICICI Bank and HDFC Group stocks dragged while ITC and HUL provided support to the market.",positive,0.9258042
59,2018-05-20,"Five Of 10 Most Valued Firms Lose Rs 57,333 Crore In Market Valuation      ",news-article,https://www.bloombergquint.com/markets/2018/05/20/five-of-10-most-valued-firms-lose-rs-57333-crore-in-market-valuation,Reliance Industries takes the steepest hit.,negative,0.7137471
60,2018-05-24,Reliance Industries unit invests Rs10 crore in KareXpert Technologies,news-article,https://www.livemint.com/Home-Page/qhu2lKWrQqHVFTegT5Q1aI/RIL-subsidiary-invests-Rs10-crore-in-KareXpert-Technologies.html,Reliance Industries’s interest in KareXpert Technologies could be from the point of view of its telecom arm Reliance Jio,neutral,0.93332326
61,2018-05-25,"TCS m-cap pushes past Rs 7 lakh crore, stock hits life high",news-article,https://economictimes.indiatimes.com/markets/stocks/news/tcs-m-cap-pushes-past-rs-7-lakh-cr-stock-hits-life-high/articleshow/64315275.cms,M-cap of nearest heavyweight Reliance Industries is hovering around Rs 5.81 lakh crore.,neutral,0.84479517
62,2018-05-29,Hold Reliance Industries; target of Rs 990: Geojit,news-article,https://www.moneycontrol.com/news/business/stocks/hold-reliance-industries-target-of-rs-990-geojit-2578001.html,"Geojit recommended hold rating on Reliance Industries with a target price of Rs 990 in its research report dated May 24, 2018.",neutral,0.87360984
63,2018-05-30,Reliance Industries to halt oil imports from Iran from Oct-Nov,news-article,https://economictimes.indiatimes.com/industry/energy/oil-gas/indias-reliance-to-halt-oil-imports-from-iran-from-oct-nov-sources/articleshow/64388359.cms,Reliance's call to quit buying oil from Iran followed Washington's decision to abandon the 2015 nuclear accord which has raised the threat of sanctions on entities dealing with Iran.,negative,0.59544915
64,2018-05-31,RIL to halt oil imports from Iran: Report | IOC most profitable PSU for second consecutive year,news-article | news-article,https://www.livemint.com/Companies/Y0I6MBDLPx2qi0sg0z679O/RIL-to-halt-oil-imports-from-Iran-Report.html | https://www.thehindubusinessline.com/companies/ioc-most-profitable-psu-for-second-consecutive-year/article24045171.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication,Reliance Industries (RIL) plans to halt oil imports from Iran in a sign that new US sanctions are forcing buyers to shun oil purchases from Tehran | Reliance Industries retains the crown being the country’s most profitable company for third year in a row,negative,0.59227604
65,2018-06-04,"'BUY' or 'SELL' ideas from experts for Monday, June 4, 2018",news-article,https://economictimes.indiatimes.com/markets/stocks/news/buy-or-sell-ideas-from-experts-for-monday-june-4-2018/articleshow/64443121.cms,Reliance Industries is a 'buy' call with target price of Rs 960 and stop loss of Rs 915.,neutral,0.9036012
66,2018-06-07,Reliance Industries aims to raise consumer businesses' profits,news-article,https://economictimes.indiatimes.com/industry/energy/oil-gas/reliance-industries-aims-to-raise-consumer-businesses-profits/articleshow/64495206.cms,"Reliance is set to become one of the largest non-conventional gas producers in India through the production of coalbed methane, Mukesh Ambani said.",positive,0.8138934
67,2018-06-08,Mukesh Ambani gets less salary than deputies for second straight year,news-article,https://www.livemint.com/Companies/xltiOa1KYCEhwFbFgpLieN/Mukesh-Ambani-gets-less-salary-than-deputies-for-second-stra.html,"Mukesh Ambani’s cousins and Reliance Industries executive directors Nikhil Meswani and Hital Meswani earned ₹19.9 crore each in 2017-18, while his salary remained unchanged at ₹15 crore",negative,0.58795524
68,2018-06-09,Reliance Industries seeks extension of Mukesh Ambani's term by 5 years,news-article,https://www.business-standard.com/article/companies/reliance-industries-seeks-extension-of-mukesh-ambani-s-term-by-5-years-118060900005_1.html,"After Dhirubhai Ambani's demise on July 6, 2012, Mukesh was elected Chairman and Managing Director of RIL, while younger brother Anil was elected Vice Chairman and MD",neutral,0.9490067
69,2018-06-10,"Arbitration award in Reliance-ONGC gas row next month | 6 of top 10 most valued firms add Rs 60,208 cr in m-cap",news-article | news-article,https://www.thehindubusinessline.com/companies/arbitration-award-in-reliance-ongc-gas-row-next-month/article24129790.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication | https://www.thehindubusinessline.com/markets/stock-markets/6-of-top-10-most-valued-cos-add-rs-60208-cr-in-m-cap/article24128044.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication,An international arbitration tribunal has concluded hearing in the $1.55 billion claims made against Reliance Industries and its partners for allegedly siphoning gas from deposits they had no right to | Reliance Industries gains the most,negative,0.8321199
70,2018-06-11,"Cash Gives Reliance Room to Borrow as $13 Billion Matures | Cash buffer gives Reliance Industries room to borrow as $13 billion matures | RIL arm plans to raise ₹4,000 crore to fund Reliance Jio, group firms",news-article | news-article | news-article,https://www.bloombergquint.com/markets/2018/06/11/cash-buffer-gives-reliance-room-to-borrow-as-13-billion-matures | https://www.livemint.com/Companies/plnSkFizGPubv0VTQgiOjK/Cash-buffer-gives-Reliance-Industries-room-to-borrow-as-13.html | https://www.livemint.com/Companies/Y12VeJos4zDoXuv74RI81L/RILarm-plans-to-raise-4000-crore-to-fund-Reliance-Jio-gr.html, Reliance Industries is making room to add as much as $3 billion to borrowings. | Reliance Industries will seek approval to issue redeemable non-convertible debentures at its 5 July shareholder meeting in Mumbai | Reliance Industries will raise the funds for Reliance Jio and other group firms through optionally convertible preference shares at a dividend rate of 6%,neutral,0.4989837
71,2018-06-12,NCLTto resolution professional: Relook new bids for Alok Ind | Optimism continues to drive Reliance Industries stock’s stellar run,news-article | news-article,https://www.thehindubusinessline.com/news/nclt-directs-lenders-to-relook-at-alok-industries-bid/article24146149.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication | https://www.livemint.com/Companies/BPREbadpNCcFSz9KyxQAoM/Optimism-continues-to-drive-Reliance-Industries-stocks-stel.html,"The National Company Law Tribunal has directed the resolution professional of Alok Industries to resubmit the plan submitted by JM Financial Asset Reconstruction and Reliance Industries to the Committ | RIL’s share price has gained 11.29% in 2018-19, even before the first quarter has ended. This comes on the back of a 33.84% gain in 2018, the best returns since 2009-10",positive,0.9568943
72,2018-06-13,Telecom stocks drop on Jio's new data plan,news-article,https://www.thehindubusinessline.com/markets/stock-markets/telecom-stocks-drop-as-jio-offers-more-data/article24150865.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication,"Telecom stocks dropped as Reliance Jio, the telecom arm of Reliance Industries Ltd, had on Tuesday responded to Airtel's latest plan by offering more data to users.Shares of top telecom operator Bhart",negative,0.9632897
73,2018-06-14,"Reliance Industries hits new high, gains 10% in 3 weeks",news-article,https://www.business-standard.com/article/markets/reliance-industries-hits-new-high-118061400527_1.html,"The stock hit a new high of Rs 1,011.70, up 1% on the BSE, surpassing its previous high of Rs 1010.70 recorded on April 27, 2018.",positive,0.9497654
74,2018-06-15,"Reliance Industries, Bajaj Finance, Jubilant FoodWorks hit new highs",news-article,https://www.business-standard.com/article/markets/reliance-industries-bajaj-finance-jubilant-foodworks-hit-new-high-118061500220_1.html,"United Breweries, Page Industries and Sundram Fasteners from the S&P BSE500 index hitting their respective new highs on the BSE in intra-day trade in otherwise subdued market.",positive,0.8821309
75,2018-06-16,Reliance Industries investing in India’s first carbon fibre unit,news-article,https://www.livemint.com/Companies/zEbKXK6O3FgD0Jdtg0y5jM/Reliance-investing-in-Indias-first-carbon-fibre-unit.html,"Without giving investment details, Reliance in its latest annual report said it has developed capabilities for 3D printing of wide-range of plastic and metals products",positive,0.6069904
76,2018-06-20,Check out all the bulk deals from Wednesday’s session | Sensex snaps two-day falling streak; RIL ends at record high,news-article | news-article,https://economictimes.indiatimes.com/markets/stocks/news/check-out-all-the-bulk-deals-from-wednesdays-session/articleshow/64668187.cms | http://zeenews.india.com/markets/sensex-snaps-two-day-falling-streak-ril-ends-at-record-high-2118380.html,"​As many as 29 stocks in Nifty index settled in green with Reliance Industries rallying 2.32%. | Oil-to-telecom conglomerate Reliance Industries topped the gainers list in the Sensex pack, spurting 2.44 percent to end at a record high of Rs 1,019.95.",positive,0.90940124
77,2018-06-21,"RIL hits record high of Rs 1,032; technicals suggest further upside",news-article,https://www.thehindubusinessline.com/markets/stock-markets/ril-hits-record-high-of-rs-1032-technicals-suggest-further-upside/article24216897.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication,"Shares of Reliance Industries hit a record high, and technicals suggested further upside. Shares of the oil-to-retail conglomerate gained as much as 1.23 per cent to Rs 1,031.8, a record high. The sto",positive,0.9466707
78,2018-06-25,RIL may go for a Reliance Jio IPO in 2-3 years,news-article,https://www.livemint.com/Companies/r4Bp4BfTuTpqUcsPPEiIUK/RIL-may-go-for-Reliance-Jio-IPO-in-3-years-after-consumer-ov.html,Reliance Industries Ltd (RIL) will list Reliance Jio once its consumer business overtakes its energy business in terms of revenue,neutral,0.9481057
79,2018-06-26,"Reliance Industries, government oil companies in dogfight over jet fuel sales",news-article,https://economictimes.indiatimes.com/industry/energy/oil-gas/reliance-industries-government-oil-companies-in-dogfight-over-jet-fuel-sales/articleshow/64743151.cms,"Faced with the situation, the Petroleum and Natural Gas Regulatory Board has invited public comments, announcing its intention to declare the present pipelines as common carrier.",positive,0.5952564
80,2018-06-27,Desi luxury label gets global brand push,news-article,https://economictimes.indiatimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/desi-luxury-label-gets-global-brand-push/articleshow/64759490.cms,"Reliance Brands, a part of Reliance Industries, along with menswear luxury house Zegna, will look to scale the Indian luxury label in an effort to bring new customers on board.",positive,0.8480975
81,2018-06-30,Reliance Industries to acquire telecom solutions provider Radisys Corporation,news-article,https://economictimes.indiatimes.com/industry/telecom/telecom-news/reliance-industries-to-acquire-telecom-solutions-provider-radisys-corporation/articleshow/64803054.cms,"RIL will fund the acquisition  through its internal accruals. The deal is expected to close in the fourth quarter of 2018, subject to regulatory approvals.",neutral,0.93294185
82,2018-07-01,RIL to buy Radisys,news-article,https://www.thehindubusinessline.com/news/ril-to-buy-radisys/article24305428.ece?utm_source=rss_feed&utm_medium=referral&utm_campaign=rss_syndication,"Our Bureau Reliance Industries has signed an agreement to acquire Nasdaq-listed Radisys Corp, an open telecom solutions provider, for about ₹500 crore in cash. It will help RJio accelerate initiati",positive,0.92687666
83,2018-07-04,Reliance Industries’ acquisition run maps Mukesh Ambani’s consumer ambitions,news-article,https://www.livemint.com/Companies/7ypnDDV37d9hN7BqKIgTpN/Reliance-Industries-acquisition-run-maps-Mukesh-Ambanis-co.html,"Reliance Industries has struck at least 12 deals over 12 months with an estimated tab of about ₹28,900 crore. Ten of these are related to his consumer business",neutral,0.76104295
84,2018-07-05,Reliance Jio to be base for new commerce platform: Mukesh Ambani | Mukesh Ambani speech at RIL AGM: Full text | Biggest and fastest: Mukesh Ambani showcases mega facts about Reliance Industries at AGM,news-article | news-article | news-article,https://www.livemint.com/Companies/QYDmQoNoYiCQMhESu3CLaN/Reliance-takes-on-Amazon-Flipkart-in-India-ecommerce-slugf.html | https://www.livemint.com/Companies/cwgMIrQYeTB4sddKFeeWIJ/Mukesh-Ambani-speech-at-RIL-AGM-Full-text.html | https://economictimes.indiatimes.com/news/company/corporate-trends/biggest-and-fastest-mukesh-ambani-showcases-mega-facts-about-reliance-industries/articleshow/64865442.cms,Reliance Industries to integrate Reliance Retail’s physical marketplace with Jio’s digital infrastructure | Here is the full text of Mukesh Ambani’s speech at the Reliance Industries Ltd’s (RIL’s) 41st annual general meeting (AGM) | Reliance is the largest exporter of India. It has a 8.9% share in the country's total merchandise exports.,neutral,0.8069349
