date,news,Predicted Sentiment,Sentiment Probability,aspect_labelling
2020-06-09,"Apollo Hospitals said it is still evaluating the full impact of the current situation on its business and will continuously calibrate responses to the Covid-19 situation as it evolves | Apollo Hospitals says the lockdown had caused ‘a material impact’ on the healthcare industry in general due to severe travel-related restrictions | Due to the COVID-19 pandemic situation, the government had announced a country wide lockdown, involving restrictions on international and domestic travel, while also issuing an advisory on postponing elective surgeries and undergoing preventive health checks, Apollo Hospitals said in a filing to the… | The role of healthcare is more than important at this time of pandemic. But that does not mean everything is good with the sector. Like any other sector, its revenues are expected to take a hit.According to rating agency ICRA, the revenues of healthcare entities are likely to fall by 15-20…",negative,0.9706076,"[[('Apollo Hospitals', 'companies', 'negative', 0.9440680146217346)], [('Apollo Hospitals', 'companies', 'neutral', 0.9001998901367188)], [], [('Apollo Hospitals', 'companies', 'neutral', 0.7947669625282288)]]"
2020-06-10,"SAIL has partnered with Apollo Hospitals for establishing a knowledge sharing platform for the company, in a step towards better handling of the corona pandemic, at its HQ and unit hospitals across the country, the steel major said in a statement.",positive,0.90265447,"[[('Apollo Hospitals', 'companies', 'positive', 0.8185096979141235)]]"
2020-06-11,"Thomas Cook along with its group company SOTC Travel, has partnered with Apollo Hospitals-member Apollo Clinics.",neutral,0.58333635,"[[('Apollo Hospitals', 'companies', 'positive', 0.7734418511390686)]]"
2020-06-15,Read Top Two Stock Picks For Monday’s Session: Buy Escorts Limited And Apollo Hospitals by CapitalVia Global Research on Investing.com India,neutral,0.94129974,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9472694396972656)]]"
2020-06-25,"The company had posted a net profit of Rs 72.80 crore in the corresponding period of the preceding fiscal, Apollo Hospitals said in a statement. | Apollo Hospitals Enterprise Ltd. reported a 168% growth in its standalone net profit for the fourth quarter ended March 2020 to ₹206 crore, aided by growth in healthcare services and standalone pharma | Apollo Hospitals Enterprise Ltd (AHEL) on Thursday reported a three-fold jump in standalone net profit for the fourth quarter at ₹206 crore as against ₹77 crore for the corresponding period last year. | Prathap C Reddy, Chairman, Apollo Hospitals said,2020-21 would be challenging due to the effect of the Covid-19 pandemic. | Apollo Hospitals Enterprises, Ashok Leyland, Bank of India, Container Corporation of India, Endurance Technologies, Engineers India, Hindustan Aeronautics, Indiabulls Ventures and Zuari Global, are among 147 companies that are scheduled to announce their March quarter earnings today. | A total of 147 companies, including Apollo Hospitals, Ashok Leyland, and Bank of India are scheduled to announce their quarterly results today | The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases.",positive,0.91093886,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9061461091041565)], [], [('Apollo Hospitals', 'companies', 'negative', 0.7277812361717224)], [('net profit', 'economic_indicators', 'neutral', 0.5164808034896851), ('Apollo Hospitals', 'companies', 'neutral', 0.9127231240272522)], [('quarter', 'financial_performance', 'positive', 0.8256081938743591), ('net profit', 'economic_indicators', 'positive', 0.9433397054672241), ('Apollo Hospitals', 'companies', 'positive', 0.9257915019989014)], [('quarter', 'financial_performance', 'positive', 0.8999717831611633), ('net profit', 'economic_indicators', 'positive', 0.9484312534332275), ('Apollo Hospitals', 'companies', 'neutral', 0.9435188174247742)], [('quarter', 'financial_performance', 'neutral', 0.8927963972091675), ('Apollo Hospitals', 'companies', 'neutral', 0.9153147339820862)]]"
2020-06-26,"Stocks to watch out for today on June 26: HAL, Ashok Leyland, CONCOR, Apollo Hospitals, IRCTC, Glenmark Pharma | The company reported an over two-fold jump in consolidated net profit to Rs 209.60 crore for Q4 | The company’s board recommended a final dividend of Rs2.75 per share (55% of the face value of Rs5/- per share) for FY20. | The Q4FY20 standalone revenue grew 19% to Rs 2,572.10 crore, against Rs 2,167.10 crore in Q4FY19, said the company on Thursday.",positive,0.95048285,"[[('dividend', 'financial_performance', 'neutral', 0.9158279895782471)], [('net profit', 'economic_indicators', 'positive', 0.9496661424636841)], [], [('stocks', 'stock_market', 'neutral', 0.894412100315094), ('Apollo Hospitals', 'companies', 'neutral', 0.9360323548316956)]]"
2020-06-28,"Equity infusion peged at Rs 350 crore; total capex of Rs 1,000 crore; entire business to be transferred to SPV",neutral,0.9451002,"[[('equity', 'stock_market', 'neutral', 0.49690139293670654)]]"
2020-06-29,"Ease of Doing Business for MSMEs: The task force, which has members including Persistent Systems Chairman Anand Deshpande, ITC chairman Sanjiv Puri, Apollo Hospitals joint MD Sangita Reddy, Teamlease chairman Manish Sabharwal and more, also asked for setting aside funds specifically directed at near… | Telangana Home Minister Mohammed Mahmood Ali tested positive for novel coronavirus on Sunday night. The Minister has been admitted to Apollo Hospitals in Jubilee Hills here. Sources close to Mr. Ali t",neutral,0.81097806,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9392547607421875)], [('Apollo Hospitals', 'companies', 'negative', 0.5016359686851501)]]"
2020-06-30,"Telangana Home Minister Mohammed Mahmood Ali tested positive for novel coronavirus on Sunday night. The Minister has been admitted to Apollo Hospitals in Jubilee Hills here. Sources close to Mr. Ali t | YES Securities is bearish on Apollo Hospitals has recommended sell rating on the stock with a target price of Rs 1180 in its research report dated June 28, 2020. | According to the brokerage, FY21 estimates for Apollo Hospitals could see sharp downgrades and remain 30 per cent below consensus. | The largest hospital chain in India has started online services including pharmacy.",negative,0.8085496,"[[], [('bearish', 'stock_market', 'neutral', 0.4879351258277893), ('Apollo Hospitals', 'companies', 'negative', 0.4766308069229126)], [('Apollo Hospitals', 'companies', 'negative', 0.9712294936180115)], [('Apollo Hospitals', 'companies', 'negative', 0.5016359686851501)]]"
2020-07-01,"All the 17 injured were taken to NLCIL Hospital, and 16 were shifted to Apollo Hospitals in Chennai for speciality treatment",negative,0.84985805,"[[('Apollo Hospitals', 'companies', 'neutral', 0.7421425580978394)]]"
2020-07-02,"Credit Suisse Apollo Hospitals (Outperform)CMP: ₹1,325.55Target: ₹1,600The first quarter of FY21 outlook is challenging but Apollo Hospitals Enterprises has managed the situation quite well with signi",positive,0.9213932,"[[('quarter', 'financial_performance', 'negative', 0.8412525653839111), ('Apollo Hospitals', 'companies', 'neutral', 0.9380638599395752)]]"
2020-07-03,"The company has already set up one such facility at Chennai at an investment of around Rs 1,300 crore, and may be looking at roping investors to fund future projects | The JCI accreditation is the gold standard given to organisations that practice and follow the highest international standards in order to provide world-class patient care and safety, the statement said. | We expect APHS to trade at a premium to international peers, given superior longer-term growth prospects. | Read Top Stock Picks For Friday’s Session: Buy Apollo Hospitals And Tech Mahindra by CapitalVia Global Research on Investing.com India",neutral,0.6510686,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9331561326980591)], [], [('growth prospects', 'economic_indicators', 'positive', 0.9522174000740051)], []]"
2020-07-06,The notice was issued by the director of National Health Mission (NHM) in Karnataka.,neutral,0.9413378,[[]]
2020-07-16,"Bengaluru (Karnataka) [India], July 16 (ANI/NewsVoir): A rare liver auto-transplant was successfully performed at Apollo Hospitals, Bengaluru recently.",positive,0.89323354,"[[('Apollo Hospitals', 'companies', 'positive', 0.6528301239013672)]]"
2020-07-21,"ACC, Apollo Hospitals, Procter & Gamble Hygiene & Health Care, Yes Bank, Bombay Dyeing are also among the stocks in focus today.",neutral,0.927225,"[[('stocks', 'stock_market', 'neutral', 0.9138111472129822), ('Apollo Hospitals', 'companies', 'neutral', 0.9502390027046204)]]"
2020-07-23,"The report came positive through the rapid antigen test as well as the RT-PCR test, said Dr Rajesh Chawla, Senior Consultant, Respiratory and Critical Care Medicine, Apollo Hospitals.",neutral,0.49543077,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9442432522773743)]]"
2020-07-24,Apollo Hospitals stock price has broken out on the daily chart,negative,0.81967396,"[[('Apollo Hospitals', 'companies', 'negative', 0.8602908849716187)]]"
2020-07-28,"Apollo, which was carrying out 2,000-plus teleconsultations per day during pre-COVID days, has seen a jump of 300 percent. Another initiative of the healthcare chain, Apollo 24|7, plans to be an aggregator by including doctors from even non-Apollo networks.",positive,0.6183353,[[]]
2020-07-29,"Sudhakar, in-charge of COVID-19 management in the state, posted the bill of Apollo Hospitals on his Twitter handle and said the hospital has allegedly been overlooking government guidelines and warnings.",negative,0.91684365,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9399692416191101)]]"
2020-08-03,"As many as 23,97,380 shares were offloaded through an open market transaction at a price of ₹1,600.43 apiece.The entity held 1.72 per cent stake in Apollo Hospitals Enterprise at the end of June quarter. | BofA Securities Europe SA bought shares of Avenue Supermarts, Housing Development Finance Corp, ICICI Bank, ICICI Lombard General Insurance, Bharti Infratel and Vedanta. | Nearly 2.4 mn shares change hands at an average price of Rs 1,600.43 cr | Munich Re on Monday exited from Apollo Hospitals Enterprises, according to BSE bulk deal data. Munchener Ruckversicherungsgesellschaft Aktiengesellschaft in Munchen (Munich Re) sold 23.79 lakh shares | UPL Ltd, Apollo Hospitals Enterprise Ltd, Future Lifestyle Fashions Ltd and Future Retail Ltd are among the other losers in the BSEs A group today, 03 August 2020.",neutral,0.9008396,"[[('shares', 'stock_market', 'neutral', 0.9224868416786194)], [('Apollo Hospitals', 'companies', 'neutral', 0.9512346386909485)], [('shares', 'stock_market', 'negative', 0.6355480551719666), ('stake', 'stock_market', 'neutral', 0.9490315914154053), ('quarter', 'financial_performance', 'neutral', 0.8407049775123596), ('Apollo Hospitals', 'companies', 'neutral', 0.94260174036026)], [('Apollo Hospitals', 'companies', 'neutral', 0.9421005845069885), ('shares', 'stock_market', 'neutral', 0.9364376068115234)], [('shares', 'stock_market', 'neutral', 0.9194083213806152)]]"
2020-08-04,"BHEL said it is still grappling with uncertainties with regard to resumption of normal business operations. | A foreign entity on Monday sold shares worth Rs 383.68 crore in Apollo Hospitals Enterprises Ltd. As many as 23,97,380 shares were offloaded through an open market transaction at a price of Rs 1,600.43 apiece, according to bulk deal data available on the BSE.At this price, the stake sold b…",neutral,0.8933264,"[[], [('shares', 'stock_market', 'neutral', 0.9201039671897888), ('Apollo Hospitals', 'companies', 'neutral', 0.9463503956794739), ('stake', 'stock_market', 'neutral', 0.9534140825271606), ('shares', 'stock_market', 'negative', 0.6355480551719666)]]"
2020-08-12,Apollo Hospitals Enterprise on Wednesday announced that the Chennai bench of NCLT has sanctioned a 'scheme of arrangement' to demerge the front-end portion of its standalone pharmacy business | On 03 August 2020,neutral,0.68859935,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9165387153625488)], []]"
2020-08-27,A team of scamsters is on the prowl to cheat medical professionals aspiring for jobs in the Apollo Hospitals Group.“I have received a call from someone claiming that he was from the Apollo HR Departme,negative,0.63797843,"[[('Apollo Hospitals', 'companies', 'neutral', 0.8600574135780334)]]"
2020-08-28,"The 70-year old first time MP, who was admitted to the Apollo Hospitals on August 10 after he tested positive for coronavirus, succumbed to the illness | He is being treated currently in the critical care unit by a team of doctors for severe COVID pneumonia and his clinical condition continued to remain critical, Dr R K Venkatasalam Director (Medical Services) of Apollo Hospitals said.",negative,0.51756865,"[[('Apollo Hospitals', 'companies', 'neutral', 0.49532124400138855)], [('Apollo Hospitals', 'companies', 'neutral', 0.9160223007202148)]]"
2020-09-02,"Against the backdrop of Covid-19, it has now become abundantly clear that controlling non- communicable diseases (NCDs), especially conditions like hypertension and diabetes is critical for building immunity to protect oneself from infections that can become life threatening.",neutral,0.53381723,[[]]
2020-09-09,"Apollo Hospitals, Fortis Healthcare and Manipal Hospitals are among those that have accelerated the use of technology following the Covid-19 outbreak, with the lockdown restricting movement of people and hospital visits curtailed due to infection risk.",negative,0.41754457,"[[('Apollo Hospitals', 'companies', 'neutral', 0.9438866972923279)]]"
2020-09-14,"Revenue from operations stood at Rs 2,171.50 crore in the quarter under review. It was Rs 2,571.89 crore in the year-ago period. | Healthcare major posts Q1 net loss of ₹149 crore amid drop in occupancy levels | However, revenue from operations increased to ₹2,171 crore in the quarter under review from ₹2,572 crore in the year-ago period | BRIEF-Apollo Hospitals Enterprise Posts June Qtr Consol Loss | The chains health care services and clinics were under pressure during the quarter, while pharmacy biz showed positive growth in revenue and profitability | A total of 446 companies including Future Retail, HUDCO, PVR, Apollo Hospitals Enterprises, Jaypee Infratech, MMTC, NBCC (India), PC Jeweller, Raymond, SAIL and SREI Infrastructure Finance are scheduled to announce their quarterly earnings today. | The company recorded consolidated net revenue of ~Rs2,171cr in Q1FY21.",negative,0.5609466,"[[('quarter', 'financial_performance', 'positive', 0.9409627914428711)], [('quarter', 'financial_performance', 'positive', 0.9443751573562622)], [('Apollo Hospitals', 'companies', 'negative', 0.8530821800231934)], [], [], [('quarter', 'financial_performance', 'neutral', 0.7774311900138855)], [('Apollo Hospitals', 'companies', 'neutral', 0.9458199739456177)]]"
